OGA_ID	sample_ID	station	depth	size fraction	latitude	longitude	OGA_ID	Station	ENA_ID	INSDC_ID	BioSamples_ID	Sample_method	Depth_Nominal	Environmental_feature	Fraction_Lower (µm)	Fraction_Upper (µm)	Biome	Region	Province	Barcode	Date_Time	Seafloor (m)	Temperature (°C)	Salinity (PSU)	Density (kg/m**3)	Distance_coast (km)	Chlorophyll_A (mg/m**3)	Depth (m)	PAR (mol quanta/m**2/day)	O2 (µmol/kg)	NO3 (µmol/l)	Iron_5m* (µmol/l)	Ammonium_5m* (µmol/l)	Nitrite_5m* (µmol/l)	Nitrate_5m* (µmol/l)	CDOM* (ppb (QSE))	NPP_C* (mg/m**2/day)	POC* (µg/kg)	PIC* (mol/m3)	Alkalinity (µmol/kg)	Carbon Total (µmol/kg)	CO2 (µmol/kg)	CO3 (µmol/kg)	HCO3 (µmol/kg)	pH (-)	NO2 (µmol/l)	PO4 (µmol/l)	NO3_NO2 (µmol/l)	Si (µmol/l)	MLD (m)	DCM (m)	Depth_max_Brunt_Väisälä_freq (m)	Depth_max_O2 (m)	Depth_min_O2 (m)	Depth_nitracline (m)	Shannon_Darwin* (-)	Shannon_Physat* (-)	miTAG_SILVA_Chao (-)	miTAG_SILVA_Shannon (-)	OG_Richness (-)	OG_Evenness (-)	Chlorophyll c3 (mg/m**3)	Peridinin (mg/m**3)	Fucoxanthin (mg/m**3)	Prasinoxanthin (mg/m**3)	19-Hexanoyloxyfucoxanthin (mg/m**3)	Alloxanthin (mg/m**3)	Zeaxanthin (mg/m**3)	Lutein (mg/m**3)	Latitude (-)	Longitude (-)	Sea_ice* (%)	Season	Season_subperiod	Okubo-Weiss* (-)	Lyapunov* (l/day)	Residence_time* (days)
93	TARA_B100000939	TARA_112	SRF	[0.22-3µm]	-23.2811	-129.395	TARA_112_SRF_0.22-3	TARA_112	ERS492412		SAMEA2622522	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000939	2011-06-14T16:45	-3523	24.26287	36.43917	24.65312	653.4677	0	5	7.292033	201.6702	0.167491	0.000157501	0.00623687	0.017828043	0.022861806	0.87312	119.018	22.584932327271	0.00011829272989417	0	0	22.327772	0.0018	0	7.793725	0.0075	0.14225	0.02525	0.7425	134	163	142	141	1019	433	0.441733	0.155786	4080.856211	6.520954544	16501.9	0.733239582	0	0	0	0	0.0041	0	0.02285	0	-23.2811	-129.3947	0	autumn	late	-0.120564	0.040113	11.083333
94	TARA_B100000593	TARA_113	SRF	[0.22-3µm]	-23.1108	-134.933	TARA_113_SRF_0.22-3	TARA_113	ERS492504		SAMEA2622593	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000593	2011-06-19T17:12	-34	23.791125	36.51495	24.851175	102.7922	0.0438	5	22.426681	202.996	0	0.000134219	0.005074472	0.019451891	0.037924197			78.248008728027	0.00080806075129658			11.796971			8.041607					53	53	52	14	53	49	0.429599	0.242017													-23.1108	-134.9327	0	autumn	late	-0.072296	0.030077	2.222222
95	TARA_B100000700	TARA_122	DCM	[0.22-3µm]	-9.0063	-139.139	TARA_122_DCM_0.22-3	TARA_122	ERS492699	ERR598948	SAMEA2622690	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000700	2011-07-28T17:15	-3695	24.661385	36.101175	24.2843	29.6602	0.11844	115	0.009886	178.3692	3.213808	2.316E-6	0.030111594	0.087558472	6.207147837	3.24993	300.345	43.59589767456	0.00011031677422579	0.0093	0.0028		0.0107	0		0.092792	0.582933	2.67775	1.907042	101	102	109	15	186	131	0.260512	0.561525					0.0144	0.0051	0.0028	0	0.0246	0	0.03415	0	-9.0063	-139.1394	0	winter	middle	0.007751	0.028977	15.833333
96	TARA_B100000677	TARA_122	MES	[0.22-3µm]	-8.9729	-139.239	TARA_122_MES_0.22-3	TARA_122	ERS492679		SAMEA2622672	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000677	2011-07-27T19:28	-3328	7.133995	34.5789	27.07634	33.3605	-0.00144	600	0	40.6107	41.697487	2.316E-6	0.030111594	0.087558472	6.207147837		300.345	42.270887374878	0.00012526702630566											98	103	107	13	255	209	0.260512	0.561525													-8.9729	-139.2393	0	winter	middle	0.007751	0.028977	15.833333
97	TARA_B100001115	TARA_122	SRF	[0.22-3µm]	-8.9971	-139.196	TARA_122_SRF_0.22-3	TARA_122	ERS492642	ERR598992	SAMEA2622652	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001115	2011-07-26T17:10	-3444	26.60467	35.37032	23.122935	4.603	0.06984	5	28.45742	187.07695	5.660372	2.316E-6	0.030111594	0.087558472	6.207147837		300.345	41.590496063232	0.00012581523333211	0.003	0.0041	48.966505	0.0045	0	7.470711	0.11925	0.56795	5.456	2.1905	102	106	112	14	252	235	0.260512	0.561525					0.0044	0.0036	0.0041	0	0.0139	0	0.0479	0.0068	-8.9971	-139.1963	0	winter	early	0.007751	0.028977	15.833333
98	TARA_B100000686	TARA_123	MIX	[0.22-3µm]	-8.9109	-140.285	TARA_123_MIX_0.22-3	TARA_123	ERS492778	ERR599117|ERR598956|ERR599157|ERR598998	SAMEA2622733	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000686	2011-08-01T17:52	-985	21.97372	35.877315	24.895825	5.9764	-0.00582	150		158.18405	5.004597	2.277E-6	0.02508309	0.054778114	6.231764158			77.0915184021	0.00014374448073795	0.0025	0.000925		0.006175	0.002		1.46875	0.6607	5.44175	1.18375	107	36	234	13	237	236							0.006075	0.001225	0.000925	0	0.013375	0	0.00555	0	-8.9109	-140.2845	0	winter	middle	-0.011503	0.053774	1.083333
99	TARA_B100000683	TARA_123	SRF	[0.22-3µm]	-8.9068	-140.283	TARA_123_SRF_0.22-3	TARA_123	ERS492733	ERR599160	SAMEA2622710	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000683	2011-07-31T17:20	-966	26.586685	35.3551	23.11712	2.4728	0.0924	5		189.6701	4.805128	2.277E-6	0.02508309	0.054778114	6.231764158	4.91362	478.135	77.0915184021	0.00014374448073795	0.0023	0.0092	11.921045	0.01	0.0036	8.012428	0.14425	0.53495	4.9015	2.2205	122	14	134	14	606	278		0.673503					0.0154	0.00605	0.0092	0.00155	0.03115	0.0008	0.01325	0	-8.9068	-140.283	0	winter	middle	-0.011503	0.053774	1.083333
100	TARA_B100000676	TARA_124	MIX	[0.22-3µm]	-9.0714	-140.597	TARA_124_MIX_0.22-3	TARA_124	ERS492863	ERR599161|ERR598988|ERR599084|ERR599089	SAMEA2622796	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000676	2011-08-05T17:31	-954	24.81397	35.907345	24.092785	46.8174	0.02364	120	2.0E-5	172.42475	4.148328	2.459E-6	0.023188621	0.052577804	6.232079824			71.379108428955	0.0001640305708861	0.00585	0.00185		0.00975	0		0.3535	0.4885	1.19925	1.469	101	28	111	13	193	145							0.01025	0.00215	0.00185	0	0.01915	0	0.0175	0	-9.0714	-140.5973	0	winter	middle	9.6E-5	0.043603	2.777778
101	TARA_B100000674	TARA_124	SRF	[0.22-3µm]	-9.1504	-140.522	TARA_124_SRF_0.22-3	TARA_124	ERS492814	ERR599151|ERR599036|ERR599080|ERR599069	SAMEA2622759	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100000674	2011-08-04T18:33	-2640	26.572419	35.384031	23.143631	36.1359	0.1494	5	24.609687	190.378187	4.965553	2.459E-6	0.023188621	0.052577804	6.232079824		524.257	73.130962371826	0.00016542756929994	0.00937	0.01184	17.599899	0.01821	0.00774	7.870713	0.1665	0.63025	6.2015	2.53325	103	34	113	13	286	241	0.269235	0.68987					0.01686	0.00746	0.01184	0.00386	0.06849	0.00312	0.10181	0.00638	-9.1504	-140.5216	0	winter	middle	9.6E-5	0.043603	2.777778
102	TARA_B100001123	TARA_125	MIX	[0.22-3µm]	-8.8999	-142.546	TARA_125_MIX_0.22-3	TARA_125	ERS492926	ERR599156	SAMEA2622837	SEQ-(10L-or-15min)_W0.22-3	MIX	[MIX] marine epipelagic wind mixed layer (ENVO:01000061)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001123	2011-08-09T17:05	-4371	23.681605	36.28145	24.715135	230.753	-0.00327	140	5.9E-5	160.81445	3.583718	2.359E-6	0.01748565	0.02433348	6.146822453			55.347232818604	8.7528551375726E-5	0	0.0004		0.0025	0		0.05475	0.566	3.47525	1.24575	102	26	111	29	242	211							0.00145	0	0.0004	0	0.00415	0	0.0002	0	-8.8999	-142.5461	0	winter	middle	-0.004254	0.014455	0
103	TARA_B100001121	TARA_125	SRF	[0.22-3µm]	-8.9111	-142.557	TARA_125_SRF_0.22-3	TARA_125	ERS492888	ERR599114|ERR599091|ERR599066|ERR599119	SAMEA2622817	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001121	2011-08-08T17:33	-4403	26.80604	35.42651	23.10143	227.3463	0.09801	5		187.3321	5.460123	2.359E-6	0.01748565	0.02433348	6.146822453		433.979	55.347232818604	8.7528551375726E-5	0.0032	0.0029	11.793852	0.0077	0	8.015136	0.1945	0.55725	3.7335	1.80475	109	40	119	14	274	281	0.278453	0.607756					0.0101	0.0033	0.0029	0	0.0255	0	0.057	0.004	-8.9111	-142.5571	0	winter	middle	-0.004254	0.014455	0
104	TARA_B100001230	TARA_127	DCM	[0.22-3µm]	-6.628	-152.461	TARA_127_DCM_0.22-3	TARA_127	ERS493015		SAMEA2622886	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001230	2011-09-01T17:38	-4835	26.960655	35.511855	23.123355	388.303	0.09978	100	0.02178	184.1395	4.30006	3.054E-6	0.019421275	0.036846063	5.954986572			46.993198394775	0.00012892634549644	0.0037	0.0013		0.0047	0		0.2045	0.56825	4.5355	1.5525	115	68	156	13	161	110	0.180959	0.569672					0.0045	0.0021	0.0013	0	0.0115	0	0.0095	0.0006	-6.628	-152.4607	0	winter	late	-0.001602	0.03885	3.222222
105	TARA_B100001228	TARA_127	SRF	[0.22-3µm]	-6.6499	-152.424	TARA_127_SRF_0.22-3	TARA_127	ERS492976		SAMEA2622866	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[SPSG] South Pacific Subtropical Gyre Province, North and South (MRGID:21486)	TARA_B100001228	2011-08-31T18:00	-4387	27.067715	35.41223	23.00702	375.7214	0.09396	5	31.809084	188.4359	5.064634	3.054E-6	0.019421275	0.036846063	5.954986572			47.221984863281	0.00013183172268327	0.0014	0.0015		0.0024	0		0.1715	0.56525	4.821	1.932	127	104	149	15	635	227	0.180959	0.569672					0.0033	0.0011	0.0015	0	0.01	0	0.0267	0.0022	-6.6499	-152.4243	0	winter	late	-0.001602	0.03885	3.222222
106	TARA_B100000611	TARA_128	DCM	[0.22-3µm]	0.0222	-153.686	TARA_128_DCM_0.22-3	TARA_128	ERS493102		SAMEA2622927	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000611	2011-09-05T18:40	-4767	26.139288	35.146525	23.1032	444.7725	0.21615	40		177.673063	3.000673	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	61.391651153565	0.00025536349858157	0.0036	0.0082		0.0203	0		0.2835	0.54925	5.264	2.7405	64	43	113	15	376	298	0.668404	0.732395	4723.258441	6.74178415	19859.1	0.732771488	0.0151	0.0062	0.0082	0	0.0463	0	0.0332	0.0022	0.0222	-153.6858	0	winter	late	0.069092	0.115437	0
107	TARA_B100000603	TARA_128	SRF	[0.22-3µm]	0.0003	-153.676	TARA_128_SRF_0.22-3	TARA_128	ERS493048		SAMEA2622905	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[SPO] South Pacific Ocean (MRGID:1910)	[PEOD] Pacific Equatorial Divergence Province (MRGID:21489)	TARA_B100000603	2011-09-04T18:00	-4768	26.218438	35.129025	23.062688	449.3824	0.1431	5	29.350133	180.67375	2.964091	3.345E-6	0.032420254	0.078800819	3.827482581		483.8265	63.340383529663	0.00025094993179664	0.0015	0.0061		0.0127	0		0.2715	0.53975	5.0815	2.668	77	29	101	14	483	281	0.668404	0.732395	4616.80644	6.667961575	18139.8	0.732290598	0.0081	0.0038	0.0061	0	0.0257	0	0.0324	0.0029	0.0003	-153.6759	0	winter	late	0.069092	0.115437	0
108	TARA_B100000624	TARA_129	DCM	[0.22-3µm]	6.6112	-153.054	TARA_129_DCM_0.22-3	TARA_129	ERS493165		SAMEA2622973	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100000624	2011-09-11T16:50	-4984	28.308435	34.798985	22.14902	706.795	0.13164	85		183.1609	0	3.426E-6	0.012012992	0.004823963	3.236661275					0.0025	0.004		0.015	0		0.6895	0.332	1.1285	1.448	91	80	117	41	169	154	0.561134	0.441359					0.0143	0.0036	0.004	0.0005	0.0415	0	0.0173	0	6.6112	-153.0543	0	summer	late	0.002842	0.045416	1.083333
109	TARA_B100000622	TARA_129	SRF	[0.22-3µm]	6.671	-153.066	TARA_129_SRF_0.22-3	TARA_129	ERS493122		SAMEA2622947	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100000622	2011-09-10T17:57	-5023	28.29544	34.74947	22.10997	388.3567	0.08916	5		185.28475	0	3.426E-6	0.012012992	0.004823963	3.236661275			44.20000076294	0.00017200000002049	0.0016	0.0025		0.0057	0		0.042	0.225	0.4145	1.3695	81	81	110	39	169	153	0.561134	0.441359					0.0049	0.0023	0.0025	0	0.0211	0	0.0234	0.0015	6.671	-153.0658	0	summer	late	0.002842	0.045416	1.083333
110	TARA_B100000639	TARA_131	DCM	[0.22-3µm]	22.7901	-157.944	TARA_131_DCM_0.22-3	TARA_131	ERS493254		SAMEA2623027	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_B100000639	2011-09-30T17:37	-4685	22.3077	35.305705	24.36847	112.1875	0.04584	110	0.087692	204.16885	0	0.000198943	0.015839912	0.005882713	0.002451085			34.361398696899	0.00019516712200129	0.00155	0.00525		0.02915	0		0.01	0.0172	0.006	1.6413	56	114	86	117	159	166	0.703213	0.696645					0.01885	0.0041	0.00525	0	0.0488	0	0.04545	0	22.7901	-157.9439	0	autumn	early	-0.047315	0.05711	0
111	TARA_B100000651	TARA_131	MES	[0.22-3µm]	22.7546	-158.007	TARA_131_MES_0.22-3	TARA_131	ERS493286		SAMEA2623045	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_B100000651	2011-10-01T00:58	-4711	4.663706	34.254006	27.129662	118.7356	-0.0018	746	0	22.28975	37.060557	0.000198943	0.015839912	0.005882713	0.002451085			32.740713119507	0.00018311006715521	0	0		0	0						45	89	56	61	745	448	0.703213	0.696645					0	0	0	0	0	0	0	0	22.7546	-158.0067	0	autumn	early	-0.047315	0.05711	0
112	TARA_B100000637	TARA_131	SRF	[0.22-3µm]	22.7598	-157.957	TARA_131_SRF_0.22-3	TARA_131	ERS493213		SAMEA2623007	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_B100000637	2011-09-29T19:23	-4707	26.275305	35.27298	23.153445	919.5766	0	5	34.262057	194.93045	0	0.000198943	0.015839912	0.005882713	0.002451085			33.765336990356	0.00021333029144444	0	0.0026	10.415695	0.0035	0	8.063169	0.0015	0.0457	0.018	1.0473	64	135	80	95	784	462	0.703213	0.696645					0.0038	0.0021	0.0026	0	0.0161	0	0.0684	0	22.7598	-157.9568	0	summer	late	-0.047315	0.05711	0
113	TARA_B100000660	TARA_132	DCM	[0.22-3µm]	31.5168	-159.046	TARA_132_DCM_0.22-3	TARA_132	ERS493344		SAMEA2623083	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100000660	2011-10-05T00:59	-5710	15.321075	34.39568	25.4389	972.1014	0.07992	115	0.006352	222.94125	0	0.00081438	0.022323498	0.023501203	0.001618445		246.522	28.517134666443	0.00015047656052047	0.0055	0.0099		0.041	0		0.017	0.1252	0.047	4.4468	48	110	58	52	16	128	0.486663	0.607278	5351.604577	6.561389685	17993.8	0.727202007	0.024	0.0035	0.0099	0.0009	0.0512	0	0.0352	0	31.5168	-159.046	0	autumn	early	0.134524	0.043804	0
114	TARA_B100001242	TARA_132	MES	[0.22-3µm]	31.528	-159.022	TARA_132_MES_0.22-3	TARA_132	ERS493375		SAMEA2623101	SEQ-(10L-or-15min)_W0.22-3	MES	[MES] marine water layer (ENVO:01000295) within the mesopelagic zone (ENVO:00000213)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001242	2011-10-05T20:45	-5529	6.634392	33.991383	26.6805	970.5554	-0.0024	550	0	131.979417	28.302949	0.00081438	0.022323498	0.023501203	0.001618445		263.25375	28.313364028931	0.00015381415141746	0	0		0	0						47	113	56	56	646	137	0.486663	0.607278	6356.928968	6.831743729	19674.3	0.729293364	0	0	0	0	0	0	0	0	31.528	-159.0224	0	autumn	early	0.134524	0.043804	0
115	TARA_B100000658	TARA_132	SRF	[0.22-3µm]	31.5213	-158.996	TARA_132_SRF_0.22-3	TARA_132	ERS493304		SAMEA2623063	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100000658	2011-10-04T17:46	-5550	25.164595	35.19025	23.434915	113.969	-0.00288	5	16.532129	197.7245	0	0.00081438	0.022323498	0.023501203	0.001618445		263.25375	31.313806533814	0.00015574611461489	0	0.0024		0.0035	0		0.002	0.0062	0.01	2.4278	42	107	52	50	1026	1055	0.486663	0.607278	3275.053647	6.429348162	14422.3	0.740879025	0.0027	0.0015	0.0024	0	0.0101	0	0.0453	0	31.5213	-158.9958	0	autumn	early	0.134524	0.043804	0
116	TARA_B100001090	TARA_133	DCM	[0.22-3µm]	35.4002	-127.75	TARA_133_DCM_0.22-3	TARA_133	ERS493435		SAMEA2623139	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001090	2011-10-19T00:09	-4697	13.874505	33.208145	24.82737	513.3648	0.37077	45	0.227196	236.1591	1.185394	0.000164224	0.019672674	0.010027013	0.004801808		599.163	69.532073974609	0.00033023642026819	0.0169	0.03465		0.10295	0		0.06	0.43225	0.92875	2.65725	11	32	38	29	530	95	0.637497	0.44712	4938.639954	6.866581303	17038.2	0.73278861	0.10505	0.0395	0.03465	0.00685	0.25425	0.0051	0.0454	0.00875	35.4002	-127.7499	0	autumn	early	-0.465615	0.043359	41.555556
117	TARA_B100001089	TARA_133	SRF	[0.22-3µm]	35.3671	-127.742	TARA_133_SRF_0.22-3	TARA_133	ERS493393		SAMEA2623119	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Westerlies Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPST] North Pacific Subtropical and Polar Front Provinces (MRGID:21484)	TARA_B100001089	2011-10-18T15:35	-4747	19.24802	33.07013	23.48431	515.9687	0.03084	5	19.106109	223.159	0	0.000164224	0.019672674	0.010027013	0.004801808		599.163	66.513080596924	0.00032586431188975	0.0022	0.00805		0.01845	0		0.002	0.2925	0.011	1.95475	11	39	41	33	532	95	0.637497	0.44712	4003.171309	6.710569358	15279	0.742319263	0.01025	0.00815	0.00805	0.00045	0.0398	0.00065	0.07185	0.00505	35.3671	-127.7422	0	autumn	early	-0.465615	0.043359	41.555556
118	TARA_B100001261	TARA_134	SRF	[0.22-3µm]	32.7526	-122.001	TARA_134_SRF_0.22-3	TARA_134	ERS493484		SAMEA2623177	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_B100001261	2011-10-22T14:52	-4036	17.46236	33.468295	24.22939	304.2174	0.16416	5	8.648973	226.8945	0	3.0918E-5	0.023116545	0.018942721	0.563421163					0.00825	0.0308		0.0643	0		0.015167	0.288583	0.029292	1.223291	31	13	41	13	631	39	0.777227	0.663891					0.03535	0.01055	0.0308	0.00475	0.1048	0.004	0.0889	0.00975	32.7526	-122.0013	0	autumn	early	-0.987565	0.03401	47.527778
119	TARA_B100001263	TARA_135	DCM	[0.22-3µm]	32.931	-121.865	TARA_135_DCM_0.22-3	TARA_135	ERS493548		SAMEA2623219	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_B100001263	2011-10-23T21:22	-4049	16.2703	33.417845	24.46531	167.4781	0.19488	30	0.390236	226.2744	0.065956	3.3604E-5	0.022733899	0.020362165	0.539206756					0.0271	0.09525		0.1078	0		0.128209	0.370333	1.011	1.615166	30	30	43	13	511	38	0.771964	0.720057					0.0798	0.0254	0.09525	0.0147	0.1553	0.00655	0.06065	0.009	32.931	-121.8645	0	autumn	middle	-1.155182	0.047316	41.666667
120	TARA_B100001275	TARA_135	SRF	[0.22-3µm]	32.9986	-121.77	TARA_135_SRF_0.22-3	TARA_135	ERS493510		SAMEA2623197	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Coastal Biome	[NPO] North Pacific Ocean (MRGID:1908)	[OCAL] Offshore California Current (MRGID:21493)	TARA_B100001275	2011-10-23T14:24	-4012	17.46236	33.468295	24.22939	215.5801	0.16416	5	7.813335	226.8945	0	3.3604E-5	0.022733899	0.020362165	0.539206756					0.00825	0.0308		0.0643	0		0.015167	0.288583	0.029292	1.223291	33	33	44	14	679	43	0.771964	0.720057					0.03535	0.01055	0.0308	0.00475	0.1048	0.004	0.0889	0.00975	32.9986	-121.7698	0	autumn	early	-1.155182	0.047316	41.666667
121	TARA_B100001977	TARA_136	SRF	[0.22-3µm]	17.0854	-118.891	TARA_136_SRF_0.22-3	TARA_136	ERS493603		SAMEA2623257	SEQ-(10L-or-15min)_W0.22-3	SRF	[SRF] surface water layer (ENVO:00010504)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[NPTG] North Pacific Tropical Gyre Province (MRGID:21487)	TARA_B100001977	2011-11-30T16:20	-3931	24.612275	34.524725	23.0995	490.6032	0.0717	5	16.754029	201.518375	0	5.2759E-5	0.012660564	0.00799121	0.567577511			58.962142944336	0.00014305458171293	0.002	0.0051		0.0109	0		0.0145	0.3115	0.242	1.7995	43	47	54	13	370	48	0.782584	0.595667					0.011	0.0046	0.0051	0	0.0333	0	0.0654	0.0027	17.0854	-118.8913	0	autumn	late	-0.588642	0.071185	44.027778
122	TARA_B100001964	TARA_137	DCM	[0.22-3µm]	14.2075	-116.647	TARA_137_DCM_0.22-3	TARA_137	ERS493670	ERR598987|ERR599070|ERR599147|ERR599099	SAMEA2623295	SEQ-(10L-or-15min)_W0.22-3	DCM	[DCM] deep chlorophyll maximum layer (ENVO:01000326)	0.22	3	Trades Biome	[NPO] North Pacific Ocean (MRGID:1908)	[PNEC] North Pacific Equatorial Countercurrent Province (MRGID:21488)	TARA_B100001964	2011-12-02T20:42	-4118	20.58574	34.366025	24.14088	505.4989	0.33414	40	0.645405	123.201	7.312792	4.212E-6	0.016200179	0.02376498	3.006373823	1.7042	452.195	62.970205307007	0.00025207083672285	0.0238	0.0228		0.0606	0		0.3055	0.884	6.0475	4.661	28	34	39	16	206	39	0.623359	0.561121	4996.589383	6.084460282	17574.3	0.737769447	0.0553	0.0197	0.0228	0.0051	0.1557	0.0025	0.1106	0.0088	14.2075	-116.6468	0	autumn	late	0.075315	0.032361	0
